Title,Journal,Citation,Abstract,URL,Y/N/M,Why?,rand/fixed,type of phys,lit review
Diminished responses to bodily threat and blunted interoception in suicide attempters,Elife,"DeVille, Danielle C,Kuplicki, Rayus,Stewart, Jennifer L,Aupperle, Robin L,Bodurka, Jerzy,Cha, Yoon-Hee,Feinstein, Justin,Savitz, Jonathan B,Victor, Teresa A,Paulus, Martin P,Khalsa, Sahib S,eng,K23MH112949/MH/NIMH NIH HHS/,P20GM121312/GM/NIGMS NIH HHS/,England,Elife. 2020 Apr 7;9. pii: 51593. doi: 10.7554/eLife.51593.","Psychological theories of suicide suggest that certain traits may reduce aversion to physical threat and increase the probability of transitioning from suicidal ideation to action. Here, we investigated whether blunted sensitivity to bodily signals is associated with suicidal action by comparing individuals with a history of attempted suicide to a matched psychiatric reference sample without suicide attempts. We examined interoceptive processing across a panel of tasks: breath-hold challenge, cold-pressor challenge, and heartbeat perception during and outside of functional magnetic resonance imaging. Suicide attempters tolerated the breath-hold and cold-pressor challenges for significantly longer and displayed lower heartbeat perception accuracy than non-attempters. These differences were mirrored by reduced activation of the mid/posterior insula during attention to heartbeat sensations. Our findings suggest that suicide attempters exhibit an 'interoceptive numbing' characterized by increased tolerance for aversive sensations and decreased awareness of non-aversive sensations. We conclude that blunted interoception may be implicated in suicidal behavior.,The human brain closely monitors body signals essential for our survival, including our heartbeat, our breathing and even the temperature of our skin. This mostly unconscious process is called interoception. It helps people perceive potential or actual threats and helps them to respond appropriately. For example, a person charged by a wild animal will act instinctively to run, fight or freeze. Unlike most creatures, humans show an ability to counteract these survival instincts, and are capable of intentionally engaging in behaviors that result in physical harm. Recent increases in the rate of suicide have made it more urgent to try to understand what leads to this behavior in humans. Now, DeVille et al. show that people with psychiatric disorders who have survived a suicide attempt have blunted interoception. In four experiments, people with a history of suicide attempts were compared to another group of individuals without a history of suicide attempts. The groups were carefully matched such that there were no significant differences in the demographic and clinical characteristics of the two groups, including in terms of their age, sex, body mass index and psychiatric symptoms. Both groups completed uncomfortable tasks like holding their breath or keeping their hand in icy cold water. The participants also completed two tasks that required them to focus on their own heartbeat, one of which was paired with functional magnetic resonance imaging. Those with a history of suicide attempts held their breath and kept their hand in cold water for longer, and also were less in tune with their heart rate. This ""interoceptive numbing"" was associated with less activity in part of the brain called the insular cortex. These differences could not be explained by the individuals having a psychiatric disorder or a history of considering suicide, or by them taking psychiatric medications. Instead, the interoceptive numbing was most often seen in individuals who made an attempt on their own life. The experiments identify physical characteristics that may differentiate people who attempt suicide from those who do not. This lays the groundwork for future research aimed at identifying biological indicators of suicide risk. More studies are needed to verify the results. If the results are verified, the next step would be prospective studies to determine whether measuring interoception can help clinicians predict who is at risk of a suicide attempt. If it does, it might give clinicians a new tool to try to prevent suicide by ensuring those at greatest risk receive appropriate care.,eng",https://www.ncbi.nlm.nih.gov/pubmed/32254020,N,clinical,,,
Remote ischemic conditioning for the treatment of ischemic moyamoya disease,CNS Neurosci Ther,"Ding, Jia-Yue,Shang, Shu-Ling,Sun, Zhi-Shan,Asmaro, Karam,Li, Wei-Li,Yang, Qi,Ding, Yu-Chuan,Ji, Xun-Ming,Meng, Ran,eng,2017YFC1308401/National Key R&D Program of China,81371289/National Natural Science Foundation of China,2014-2-015/the Project of Beijing Municipal Top Talent for Healthy Work of China,England,CNS Neurosci Ther. 2020 May;26(5):549-557. doi: 10.1111/cns.13279. Epub 2019 Dec 8.","AIMS: This study investigated the safety and efficacy of remote ischemic conditioning (RIC) on ameliorating the sequelae of ischemic moyamoya disease (iMMD). METHODS: A total of 30 iMMD patients underwent long-term RIC and were followed up at 0.5, 1, and 2 years for clinical outcomes, including frequency of stroke recurrence, Patient Global Impression of Change (PGIC) scale, peak systolic velocities (PSV), and cerebral perfusion. RESULTS: During the whole RIC treatment process, no RIC-related adverse event occurred. Only one of 30 patients suffered a onetime infarction (3.3%), and the ratios of acceptable PGIC were 88.2%, 64.3%, and 92.3% at 0.5, 1, and 2 years follow-up. Kaplan-Meier analysis showed the frequency of stroke recurrence was significantly reduced after RIC (P = .013). The frequency of TIA per week was 1.1 (0.6, 2.8) prior to RIC and 0.1 (0.0, 0.5) post-RIC (P < .01). Compared to baseline, PSV values were significantly reduced after RIC treatment (P = .002 at 0.5, P = .331 at 1, and P = .006 at 2 years). In patients undergoing perfusion studies, 75% obtained improvement on followed-up SPECT and 95% on followed-up PET maps. CONCLUSIONS: Remote ischemic conditioning may be beneficial on controlling iMMD-induced ischemic events, relieving symptoms, and improving cerebral perfusion, without incidence of complications in this case series.",https://www.ncbi.nlm.nih.gov/pubmed/31814317,N,no phys of interest,,,
Looping Star fMRI in Cognitive Tasks and Resting State,J Magn Reson Imaging,"Dionisio-Parra, Beatriz,Wiesinger, Florian,Samann, Philipp G,Czisch, Michael,Solana, Ana Beatriz,eng,European Union program FP7-PEOPLE-2013-ITN/BERTI, multi-partner Initial Training Network,J Magn Reson Imaging. 2020 Feb 19. doi: 10.1002/jmri.27073.","BACKGROUND: Conventional T2 *-weighted functional magnetic resonance imaging (fMRI) is performed with echo-planar imaging (EPI) sequences that create substantial acoustic noise. The loud acoustic noise not only affects the activation of the auditory cortex, but may also interfere with resting state and task fMRI experiments. PURPOSE: To demonstrate the feasibility of a novel, quiet, T2 *, whole-brain blood oxygenation level-dependent (BOLD)-fMRI method, termed Looping Star, compared to conventional multislice gradient-echo EPI. STUDY TYPE: Prospective. PHANTOM/SUBJECTS: Glover stability QA phantom; 10 healthy volunteers. FIELD STRENGTH/SEQUENCE: 3.0T: gradient echo (GE)-EPI and T2 * Looping Star fMRI. ASSESSMENT: Looping Star fMRI was presented and compared to GE-EPI with a working memory (WM) task and resting state (RS) experiments. Temporal stability and acoustic measurements were obtained for both methods. Functional maps and activation accuracy were compared to evaluate the performance of the novel sequence. STATISTICAL TESTS: Mean and standard deviation values were analyzed for temporal stability and acoustic noise tests. Activation maps were assessed with one-sample t-tests and contrast estimates (CE). Paired t-tests and receiver operator characteristic (ROC) were used to compare fMRI sensitivity and performance. RESULTS: Looping Star presented a 98% reduction in sound pressure compared with GE-EPI, with stable temporal stability (0.09% percent fluctuation), but reduced temporal signal-to-noise ratio (tSNR) (mean difference = 15.9%). The novel method yielded consistent activations for RS and WM (83.4% and 69.5% relative BOLD sensitivity), which increased with task difficulty (mean CE 2-back = 0.56 vs. 0-back = 0.08, P < 0.05). A few differences in spatial activations were found between sequences, leading to a 4-8% lower activation accuracy with Looping Star. DATA CONCLUSION: Looping Star provides a suitable approach for whole-brain coverage with sufficient spatiotemporal resolution and BOLD sensitivity, with only 0.5 dB above ambient noise. From the comparison with GE-EPI, further developments of Looping Star fMRI should target increased sensitivity and spatial specificity for both RS and task experiments. LEVEL OF EVIDENCE: 2. TECHNICAL EFFICACY STAGE: 1.",https://www.ncbi.nlm.nih.gov/pubmed/32073206,N,no phys of interest,,,
Get Moving! Increases in Physical Activity Are Associated With Increasing Functional Connectivity Trajectories in Typically Aging Adults,Front Aging Neurosci,"Dorsman, Karen A,Weiner-Light, Sophia,Staffaroni, Adam M,Brown, Jesse A,Wolf, Amy,Cobigo, Yann,Walters, Samantha,Kramer, Joel H,Casaletto, Kaitlin B,eng,Switzerland,Front Aging Neurosci. 2020 Apr 28;12:104. doi: 10.3389/fnagi.2020.00104. eCollection 2020.","Background: Physical activity closely relates to cognition and brain structure as we age. However, the neural mechanisms underlying this relationship in humans remain less clear. Functional connectivity (FC), measured by task-free functional MRI (tf-fMRI) is a dynamic marker of network activity and may be a sensitive indicator of the brain's response to exercise over time. We aimed to test the longitudinal relationship between physical activity and FC trajectories in functionally normal older adults. Methods: Two hundred and twelve functionally normal, longitudinally-followed older adults completed the Physical Activity Scale for the Elderly (PASE) and tf-fMRI scans at each visit [mean = 1.5 visits (range:1-3)]. We studied FC of the default mode network (DMN), frontal-parietal (FP), subcortical networks (SubCort), and frontal-subcortical inter-network connectivity (FS), given that previous studies implicate these regions in age-related changes. Linear mixed-effects models examined the relationship between within-person changes in PASE and FC (in SD units), covarying for age, sex, education and systemic cardiovascular risk factors (heart rate, BMI and systolic blood pressure). We additionally examined models covarying for DTI fractional anisotropy (FA) and mean diffusivity (MD) of tracts underlying networks of interest, as a marker of cerebrovascular disease. Furthermore, we examined the longitudinal relationship between PASE and neuropsychological trajectories. Results: In our first model, within-subject increases in physical activity tracked with increasing SubCort (beta = 0.33, p = 0.007) and FS inter-network (beta = 0.27, p = 0.03) synchrony, while between-subject parameters did not reach significance (beta = -0.042 to -0.07, ps > 0.37). No significant longitudinal associations were observed between PASE and DMN (beta = -0.02 p = 0.89) or FP networks (beta = 0.15, p = 0.23). Adjusting for markers of cerebrovascular health (FA/MD) did not change estimated effects (SubCort: beta = 0.31, p = 0.01, FS inter-network: beta = 0.28, p = 0.03). Associations between changes in physical activity and neuropsychological trajectories were small (beta = -0.14 to 0.002) and did not reach statistical significance (p-values >0.42). Conclusions: Our findings suggest that changes in exercise over time are specifically associated with frontal-subcortical processes in older adults. This relationship appears to be independent of cardio- or cerebrovascular disease, possibly driven by a more direct neural response to exercise.",https://www.ncbi.nlm.nih.gov/pubmed/32410981,N,FC study,,,
In vivo positron emission tomography imaging of decreased parasympathetic innervation in the gut of vagotomized patients,Neurogastroenterol Motil,"Fedorova, Tatyana Dmitrievna,Knudsen, Karoline,Hartmann, Bolette,Holst, Jens J,Viborg Mortensen, Frank,Krogh, Klaus,Borghammer, Per,eng,Research Support, Non-U.S. Gov't,England,Neurogastroenterol Motil. 2020 Mar;32(3):e13759. doi: 10.1111/nmo.13759. Epub 2019 Nov 12.","BACKGROUND: Parasympathetic neuropathy is a key feature in many common disorders, including diabetes, neurological disorders, and cancers, but few objective methods exist for assessing damage to the parasympathetic nervous system, particularly in the gastrointestinal system. This study aimed to validate the use of (11) C-donepezil positron emission tomography (PET) to assess parasympathetic integrity in a group of vagotomized patients. METHODS: Sixteen healthy controls and 12 patients, vagotomized due to esophagectomy, underwent (11) C-donepezil PET, measurement of colonic transit time, quantification of plasma pancreatic polypeptide (PP), and assessment of subjective long-term symptoms. KEY RESULTS: Vagotomized patients had significantly decreased PET signal in the small intestine and colon compared with healthy controls (5.7 [4.4-7.9] vs 7.4 [4.5-11.3], P = .01 and 1.4 [1.1-2.1] vs 1.6 [1.4-2.4], P < .01, respectively). Vagotomized patients also displayed a significantly increased colonic transit time (2.9 +/- 0.9 h vs 1.9 +/- 0.8 h), P < .01 and increased volumes of the small intestine and colon (715 ccm [544-1177] vs 443 ccm [307-613], P < .01 and 971 ccm [713-1389] vs 711 ccm [486-1394], P = .01, respectively). Patients and controls did not differ in PP ratio levels after sham feeding, but PP ratio at 10 minutes. after sham feeding and PET signal intensity in the small intestine was positively correlated (P = .03). CONCLUSIONS AND INFERENCES: We found significantly decreased (11) C-donepezil signal in the intestine of vagotomized patients, supporting that (11) C-donepezil PET is a valid measure of intestinal parasympathetic denervation.",https://www.ncbi.nlm.nih.gov/pubmed/31715652,N,no brain data,,,
Modulation of cortical and subcortical brain areas at low and high exercise intensities,Br J Sports Med,"Fontes, Eduardo Bodnariuc,Bortolotti, Henrique,Grandjean da Costa, Kell,Machado de Campos, Brunno,Castanho, Gabriela K,Hohl, Rodrigo,Noakes, Timothy,Min, Li Li,eng,England,Br J Sports Med. 2020 Jan;54(2):110-115. doi: 10.1136/bjsports-2018-100295. Epub 2019 Aug 16.","INTRODUCTION: The brain plays a key role in the perceptual regulation of exercise, yet neuroimaging techniques have only demonstrated superficial brain areas responses during exercise, and little is known about the modulation of the deeper brain areas at different intensities. OBJECTIVES/METHODS: Using a specially designed functional MRI (fMRI) cycling ergometer, we have determined the sequence in which the cortical and subcortical brain regions are modulated at low and high ratings perceived exertion (RPE) during an incremental exercise protocol. RESULTS: Additional to the activation of the classical motor control regions (motor, somatosensory, premotor and supplementary motor cortices and cerebellum), we found the activation of the regions associated with autonomic regulation (ie, insular cortex) (ie, positive blood-oxygen-level-dependent (BOLD) signal) during exercise. Also, we showed reduced activation (negative BOLD signal) of cognitive-related areas (prefrontal cortex), an effect that increased during exercise at a higher perceived intensity (RPE 13-17 on Borg Scale). The motor cortex remained active throughout the exercise protocol whereas the cerebellum was activated only at low intensity (RPE 6-12), not at high intensity (RPE 13-17). CONCLUSIONS: These findings describe the sequence in which different brain areas become activated or deactivated during exercise of increasing intensity, including subcortical areas measured with fMRI analysis.",https://www.ncbi.nlm.nih.gov/pubmed/31420319,N,no corr,,,
Impact of sex and depressed mood on the central regulation of cardiac autonomic function,Neuropsychopharmacology,"Garcia, Ronald G,Mareckova, Klara,Holsen, Laura M,Cohen, Justine E,Whitfield-Gabrieli, Susan,Napadow, Vitaly,Barbieri, Riccardo,Goldstein, Jill M,eng,26236/Brain and Behavior Research Foundation (Brain & Behavior Research Foundation),R03 MH105585/MH/NIMH NIH HHS/,R21 MH103468/MH/NIMH NIH HHS/,R01 MH566956/U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH),P50 MH082679/MH/NIMH NIH HHS/,NIH UL1 RR025758/Harvard Catalyst (Harvard Clinical and Translational Science Center),OT2-OD023867/U.S. Department of Health & Human Services | NIH | NIH Office of the Director (OD),England,Neuropsychopharmacology. 2020 Mar 9. pii: 10.1038/s41386-020-0651-x. doi: 10.1038/s41386-020-0651-x.","Cardiac autonomic dysregulation has been implicated in the comorbidity of major psychiatric disorders and cardiovascular disease, potentially through dysregulation of physiological responses to negative stressful stimuli (here, shortened to stress response). Further, sex differences in these comorbidities are substantial. Here, we tested the hypothesis that mood- and sex-dependent alterations in brain circuitry implicated in the regulation of the stress response are associated with reduced peripheral parasympathetic activity during negative emotional arousal. Fifty subjects (28 females) including healthy controls and individuals with major depression, bipolar psychosis and schizophrenia were evaluated. Functional magnetic resonance imaging and physiology (cardiac pulse) data were acquired during a mild visual stress reactivity challenge. Associations between changes in activity and functional connectivity of the stress response circuitry and variations in cardiovagal activity [normalized high frequency power of heart rate variability (HFn)] were evaluated using GLM analyses, including interactions with depressed mood and sex across disorders. Our results revealed that in women with high depressed mood, lower cardiovagal activity in response to negative affective stimuli was associated with greater activation of hypothalamus and right amygdala and reduced connectivity between hypothalamus and right orbitofrontal cortex, amygdala, and hippocampus. No significant associations were observed in women with low levels of depressed mood or men. Our results revealed mood- and sex-dependent interactions in the central regulation of cardiac autonomic activity in response to negative affective stimuli. These findings provide a potential pathophysiological mechanism for previously observed sex differences in the comorbidity of major depression and cardiovascular disease.",https://www.ncbi.nlm.nih.gov/pubmed/32152473,N,clinical,,,
Neural correlates of non-specific skin conductance responses during resting state fMRI,Neuroimage,"Gertler, Joshua,Novotny, Stephanie,Poppe, Andrew,Chung, Yu Sun,Gross, James J,Pearlson, Godfrey,Stevens, Michael C,eng,R01 MH102854/MH/NIMH NIH HHS/,Neuroimage. 2020 Jul 1;214:116721. doi: 10.1016/j.neuroimage.2020.116721. Epub 2020 Mar 14.","Skin conductance responses (SCRs) reliably occur in the absence of external stimulation. However, the neural correlates of these non-specific SCRs have been less explored than brain activity associated with stimulus-elicited SCRs. This study modeled spontaneous skin conductance responses observed during an unstructured resting state fMRI scan in 58 adolescents. A Finite Impulse Response (FIR) fMRI model was used to detect any type of hemodynamic response shape time-locked to non-specific SCRs; the shape of these responses was then carefully characterized. The strongest evidence for signal change was found in several sub-regions of sensorimotor cortex. There also was evidence for engagement of discrete areas within the lateral surfaces of the parietal lobe, cingulate cortex, fronto-insular operculum, and both visual and auditory primary processing areas. The hemodynamic profile measured by FIR modeling clearly resembled an event-related response. However, it was a complex response, best explained by two quickly successive, but opposing neuronal impulses across all brain regions - a brief positive response that begins several seconds prior to the SCR with a much longer negative neuronal impulse beginning shortly after the SCR onset. Post hoc exploratory analyses linked these two hemodynamic response phases to different emotion-related individual differences. In conclusion, this study shows the neural correlates of non-specific SCRs are a widespread, cortical network of brain regions engaged in a complex, seemingly biphasic fashion. This bimodal response profile should be considered in replication studies that attempt to directly link brain activity to possible homeostatic mechanisms or seek evidence for alternative mechanisms.",https://www.ncbi.nlm.nih.gov/pubmed/32184189,N,no coords,,,
fMRI representational similarity analysis reveals graded preferences for chromatic and achromatic stimulus contrast across human visual cortex,Neuroimage,"Goddard, Erin,Mullen, Kathy T,eng,Neuroimage. 2020 Apr 8;215:116780. doi: 10.1016/j.neuroimage.2020.116780.","Human visual cortex is partitioned into different functional areas that, from lower to higher, become increasingly selective and responsive to complex feature dimensions. Here we use a Representational Similarity Analysis (RSA) of fMRI-BOLD signals to make quantitative comparisons across LGN and multiple visual areas of the low-level stimulus information encoded in the patterns of voxel responses. Our stimulus set was picked to target the four functionally distinct subcortical channels that input visual cortex from the LGN: two achromatic sinewave stimuli that favor the responses of the high-temporal magnocellular and high-spatial parvocellular pathways, respectively, and two chromatic stimuli isolating the L/M-cone opponent and S-cone opponent pathways, respectively. Each stimulus type had three spatial extents to sample both foveal and para-central visual field. With the RSA, we compare quantitatively the response specializations for individual stimuli and combinations of stimuli in each area and how these change across visual cortex. First, our results replicate the known response preferences for motion/flicker in the dorsal visual areas. In addition, we identify two distinct gradients along the ventral visual stream. In the early visual areas (V1-V3), the strongest differential representation is for the achromatic high spatial frequency stimuli, suitable for form vision, and a very weak differentiation of chromatic versus achromatic contrast. Emerging in ventral occipital areas (V4, VO1 and VO2), however, is an increasingly strong separation of the responses to chromatic versus achromatic contrast and a decline in the high spatial frequency representation. These gradients provide new insight into how visual information is transformed across the visual cortex.",https://www.ncbi.nlm.nih.gov/pubmed/32276074,N,no phys of interest,,,
A common neural substrate for elevated PTSD symptoms and reduced pulse rate variability in combat-exposed veterans,Psychophysiology,"Grupe, Daniel W,Imhoff-Smith, Ted,Wielgosz, Joseph,Nitschke, Jack B,Davidson, Richard J,eng,P30 HD003352/HD/NICHD NIH HHS/,P30-HD003352/HD/NICHD NIH HHS/,T32 MH018931/MH/NIMH NIH HHS/,R01 MH043454/MH/NIMH NIH HHS/,U54 HD090256/HD/NICHD NIH HHS/,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,Psychophysiology. 2020 Jan;57(1):e13352. doi: 10.1111/psyp.13352. Epub 2019 Feb 22.","Previous studies have identified reduced heart rate variability (HRV) in post-traumatic stress disorder (PTSD), which may temporally precede the onset of the disorder. A separate line of functional neuroimaging research in PTSD has consistently demonstrated hypoactivation of the ventromedial prefrontal cortex (vmPFC), a key aspect of a descending neuromodulatory system that exerts inhibitory control over heart rate. No research to date, however, has simultaneously investigated whether altered vmPFC activation is associated with reduced HRV and elevated PTSD symptoms in the same individuals. Here, we collected fMRI data during alternating conditions of threat of shock and safety from shock in 51 male combat-exposed veterans with either high or low levels of PTSD symptoms. Pulse rate variability (PRV)-a HRV surrogate calculated from pulse oximetry-was assessed during a subsequent resting scan. Correlational analyses tested for hypothesized relationships between reduced vmPFC activation, lower PRV, and elevated PTSD symptomatology. We found that PTSD re-experiencing symptoms were inversely associated with high-frequency (HF)-PRV, thought to primarily reflect parasympathetic control of heart rate, in veterans with elevated PTSD symptoms. Reduced vmPFC activation for the contrast of safety-threat was associated both with lower HF-PRV and elevated PTSD re-experiencing symptoms. These results tie together previous observations of reduced HRV/PRV and impaired vmPFC function in PTSD and call for further research on reciprocal brain-body relationships in understanding PTSD pathophysiology.",https://www.ncbi.nlm.nih.gov/pubmed/30793774,N,clinical,,,
Brain signatures of threat-safety discrimination in adolescent chronic pain,Pain,"Heathcote, Lauren C,Timmers, Inge,Kronman, Corey A,Mahmud, Farah,Hernandez, J Maya,Bentley, Jason,Youssef, Andrew M,Pine, Daniel S,Borsook, David,Simons, Laura E,eng,R01 HD083270/HD/NICHD NIH HHS/,Research Support, N.I.H., Extramural,Pain. 2020 Mar;161(3):630-640. doi: 10.1097/j.pain.0000000000001753.","Approximately 1.7 million youth suffer from debilitating chronic pain in the US alone, conferring risk of continued pain in adulthood. Aberrations in threat-safety (T-S) discrimination are proposed to contribute to pain chronicity in adults and youth by interacting with pain-related distress. Yet, few studies have examined the neural circuitry underlying T-S discrimination in patients with chronic pain or how T-S discrimination relates to pain-related distress. In this study, 91 adolescents (10-24 years; 78 females) including 30 chronic pain patients with high pain-related distress, 29 chronic pain patients with low pain-related distress, and 32 healthy peers without chronic pain completed a developmentally appropriate T-S learning paradigm. We measured self-reported fear, psychophysiology (skin conductance response), and functional magnetic resonance imaging responses (N = 72 after functional magnetic resonance imaging exclusions). After controlling for age and anxiety symptoms, patients with high pain-related distress showed altered self-reported fear and frontolimbic activity in response to learned threat and safety cues compared with both patients with low pain-related distress and healthy controls. Specifically, adolescent patients with high pain-related distress reported elevated fear and showed elevated limbic (hippocampus and amygdala) activation in response to a learned threat cue (CS+). In addition, they showed decreased frontal (vmPFC) activation and aberrant frontolimbic connectivity in response to a learned safety cue (CS-). Patients with low pain-related distress and healthy controls appeared strikingly similar across brain and behavior. These findings indicate that altered T-S discrimination, mediated by frontolimbic activation and connectivity, may be one mechanism maintaining pain chronicity in adolescents with high levels of pain-related distress.",https://www.ncbi.nlm.nih.gov/pubmed/31764389,Y,corr,rand,,
Beta-adrenergic antagonism alters functional connectivity during associative processing in a preliminary study of individuals with and without autism,Autism,"Hegarty, John P 2nd,Zamzow, Rachel M,Ferguson, Bradley J,Christ, Shawn E,Porges, Eric C,Johnson, Jeffrey D,Beversdorf, David Q,eng,K01 AA025306/AA/NIAAA NIH HHS/,England,Autism. 2020 Apr;24(3):795-801. doi: 10.1177/1362361319868633. Epub 2019 Aug 15.","Beta-adrenergic antagonism (e.g. propranolol) has been associated with cognitive/behavioral benefits following stress-induced impairments and for some cognitive/behavioral domains in individuals with autism spectrum disorder. In this preliminary investigation, we examined whether the benefits of propranolol are associated with functional properties in the brain. Adolescents/adults (mean age = 22.54 years) with (n = 13) and without autism spectrum disorder (n = 13) attended three sessions in which propranolol, nadolol (beta-adrenergic antagonist that does not cross the blood-brain barrier), or placebo was administered before a semantic fluency task during functional magnetic resonance imaging. Autonomic nervous system measures and functional connectivity between language/associative processing regions and within the fronto-parietal control, dorsal attention, and default mode networks were examined. Propranolol was associated with improved semantic fluency performance, which was correlated with the baseline resting heart rate. Propranolol also altered network efficiency of regions associated with semantic processing and in an exploratory analysis reduced functional differences in the fronto-parietal control network in individuals with autism spectrum disorder. Thus, the cognitive benefits from beta-adrenergic antagonism may be generally associated with improved information processing in the brain in domain-specific networks, but individuals with autism spectrum disorder may also benefit from additional improvements in domain-general networks. The benefits from propranolol may also be able to be predicted from baseline autonomic nervous system measures, which warrants further investigation.",https://www.ncbi.nlm.nih.gov/pubmed/31416333,N,clinical,,,
Brainstem Correlates of a Cold Pressor Test Measured by Ultra-High Field fMRI,Front Neurosci,"Hendriks-Balk, Marielle C,Megdiche, Fatma,Pezzi, Laura,Reynaud, Olivier,Da Costa, Sandra,Bueti, Domenica,Van De Ville, Dimitri,Wuerzner, Gregoire,eng,Switzerland,Front Neurosci. 2020 Jan 31;14:39. doi: 10.3389/fnins.2020.00039. eCollection 2020.","Introduction: Modern imaging techniques such as blood oxygen level-dependent (BOLD) functional magnetic resonance imaging (fMRI) allow the non-invasive and indirect measurement of brain activity. Whether changes in signal intensity can be detected in small brainstem regions during a cold pressor test (CPT) has not been explored thoroughly. The aim of this study was to measure whole brain and brainstem BOLD signal intensity changes in response to a modified CPT. Methods: BOLD fMRI was measured in healthy normotensive participants during a randomized crossover study (modified CPT vs. control test) using ultra-high field 7 Tesla MRI scanner. Data were analyzed using Statistical Parametric Mapping (SPM) in a whole-brain approach, and with a brainstem-specific analysis using the spatially unbiased infra-tentorial template (SUIT) toolbox. Blood pressure (BP) and hormonal responses (norepinephrine and epinephrine levels) were also measured. Paired t-test statistics were used to compare conditions. Results: Eleven participants (six women, mean age 28 +/- 8.9 years) were analyzed. Mean arterial BP increased from 83 +/- 12 mm Hg to 87 +/- 12 mm Hg (p = 0.0009) during the CPT. Whole-brain analysis revealed significant activations linked to the CPT in the right supplementary motor cortex, midcingulate (bilateral) and the right anterior insular cortex. The brainstem-specific analysis showed significant activations in the dorsal medulla. Conclusion: Changes in BOLD fMRI signal intensity in brainstem regions during a CPT can be detected, and show an increased response during a cold stress in healthy volunteers. Consequently, BOLD fMRI at 7T is a promising tool to explore and acquire new insights in the comprehension of neurogenic hypertension.",https://www.ncbi.nlm.nih.gov/pubmed/32082112,N,no corr,,,
Facilitating translational science in anxiety disorders by adjusting extinction training in the laboratory to exposure-based therapy procedures,Transl Psychiatry,"Hollandt, Maike,Wroblewski, Adrian,Yang, Yunbo,Ridderbusch, Isabelle C,Kircher, Tilo,Hamm, Alfons O,Straube, Benjamin,Richter, Jan,eng,Transl Psychiatry. 2020 Apr 21;10(1):110. doi: 10.1038/s41398-020-0786-x.","Extinction learning is suggested to be a central mechanism during exposure-based cognitive behavioral psychotherapy. A positive association between the patients' pretreatment extinction learning performance and treatment outcome would corroborate the hypothesis. Indeed, there is first correlational evidence between reduced extinction learning and therapy efficacy. However, the results of these association studies may be hampered by extinction-training protocols that do not match treatment procedures. Therefore, we developed an extinction-training protocol highly tailored to the procedure of exposure therapy and tested it in two samples of 46 subjects in total. By using instructed fear acquisition training, including a consolidation period overnight, we wanted to ensure that the conditioned fear response was well established prior to extinction training, which is the case in patients with anxiety disorders prior to treatment. Moreover, the extinction learning process was analyzed on multiple response levels, comprising unconditioned stimulus (US) expectancy ratings, autonomic responses, defensive brain stem reflexes, and neural activation using functional magnetic resonance imaging. Using this protocol, we found robust fear conditioning and slow-speed extinction learning. We also observed within-group heterogeneity in extinction learning, albeit a stable fear response at the beginning of the extinction training. Finally, we found discordance between different response systems, suggesting that multiple processes are involved in extinction learning. The paradigm presented here might help to ameliorate the association between extinction learning performance assessed in the laboratory and therapy outcomes and thus facilitate translational science in anxiety disorders.",https://www.ncbi.nlm.nih.gov/pubmed/32317621,N,no corr,,,
